i,r,etype,SO2,NOx,CO2,N2O,CH4
CoalOldUns,p48001,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51033,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p19167,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p06021,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p29510,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13111,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p46051,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p46091,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p53067,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p31107,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p35061,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p30079,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p19005,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p48061,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48339,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p08071,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48299,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48319,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37043,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p36071,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p36093,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p54059,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p20197,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p27055,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p21181,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p25023,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p36005,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p37055,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39103,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p42005,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p34001,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p55071,process,0.681773813,1.751976893,1.01540288,1.133786848,0.989486704
CoalOldUns,p55029,process,0.810920395,1.741454509,1.015740048,1.133786848,0.989486704
CoalOldUns,p37047,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39053,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48441,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51570,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39031,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p31135,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48205,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p08049,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48249,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p19189,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p06079,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p01067,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39175,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48505,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p13177,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21019,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p27019,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p31037,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p45025,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47101,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p41067,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51810,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p30057,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51103,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29013,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p33001,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51159,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p53021,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p19093,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p20173,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48453,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p12057,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p34021,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p31023,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p42129,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p12015,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p19029,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p39107,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21115,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p44003,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p50025,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p50019,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p20085,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p22041,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p28155,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p25011,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p31031,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p30001,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p29143,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p05057,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p29029,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p51117,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21233,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p40047,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p53059,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p26091,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13123,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p27135,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p28089,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48227,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p54099,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p31039,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p53069,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p35011,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p31109,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p31129,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p46099,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p48327,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p06091,process,0.106438026,0.999626455,1.008830478,0.850340136,0.989486704
CoalOldScr,p21053,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p39063,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p48189,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p01027,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p48011,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p39003,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p13189,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p55111,process,0.261584978,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldScr,p05137,process,0.261584978,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldScr,p41063,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p42007,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p28061,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p29083,process,0.261584978,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldScr,p08109,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p37037,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p49033,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p40001,process,0.261584978,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldScr,p39085,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p51775,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p51121,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p47065,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p35035,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p35003,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p01091,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p56023,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p29011,process,0.261584978,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldScr,p48057,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p51735,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p54075,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p48077,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p51095,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p31101,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p31137,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p22019,process,0.409515794,1.751976893,1.01540288,1.133786848,0.989486704
CoalOldScr,p22111,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p40135,process,0.261584978,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldScr,p01049,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p36101,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p42053,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p22105,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p51179,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p26109,process,0.48708927,1.741454509,1.015740048,1.133786848,0.989486704
CoalOldScr,p18073,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p13025,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p13171,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p18151,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p48361,process,0.409515794,1.751976893,1.01540288,1.133786848,0.989486704
CoalOldScr,p39047,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p25015,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p21003,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p37001,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p20073,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p25025,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p16051,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p48177,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p47115,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p26007,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p21231,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p47185,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p48147,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p20043,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p48265,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p12053,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p12129,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p12131,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p28017,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p26035,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p20157,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p12127,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p40017,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p13115,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p32001,process,0.106438026,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldScr,p31181,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p17067,process,0.261584978,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldScr,p46067,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p41013,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p50011,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p26103,process,0.261584978,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldScr,p37057,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p17025,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p29103,process,0.261584978,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldScr,p29117,process,0.261584978,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldScr,p42117,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p31043,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p26089,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p51181,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p48391,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p39017,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p13273,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p13063,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p56013,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p18115,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p13073,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p08115,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p30065,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p42043,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p46101,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p54079,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p34037,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p20039,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p18123,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p28145,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p31015,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p27095,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p38099,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p39115,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p39133,process,0.196639742,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldScr,p56041,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p32013,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldScr,p48247,process,0.721613734,1.71514855,1.006223362,0.850340136,0.989486704
